,k1,k2,
4986,249.41907,248.47652,CNN
4987,243.54948,240.086,CNN
4988,245.1677,242.94519,CNN
4989,248.83939,240.38611,CNN
4990,246.98596,243.2049,CNN
4991,244.9596,244.90723,CNN
4992,242.47273,237.76991,CNN
4993,246.30797,247.01736,CNN
4994,246.64294,239.51538,CNN
4995,248.52715,244.43285,CNN
4996,247.12465,237.35059,CNN
4997,249.57503,246.11217,CNN
4998,248.57892,246.84402,CNN
4999,247.89839,245.0393,CNN
