,k1,k2,
2514,246.23715,243.42647,CNN
2515,240.2261,245.09395,CNN
2516,243.18764,248.87006,CNN
2517,248.81828,248.49254,CNN
2518,247.4683,243.3522,CNN
2519,239.75706,239.24773,CNN
2520,248.92247,227.28343,CNN
2521,248.94356,226.76541,CNN
2522,243.71739,239.3691,CNN
2523,246.8052,228.87825,CNN
2524,248.92632,246.46938,CNN
2525,247.38472,235.74017,CNN
2526,246.17221,227.79672,CNN
2527,241.02098,237.287,CNN
2528,248.11491,245.70343,CNN
2529,244.57095,244.46957,CNN
2530,245.25325,236.36508,CNN
2531,248.68526,241.61017,CNN
2532,246.23189,237.57307,CNN
2533,234.29953,247.99695,CNN
2534,244.30801,249.80229,CNN
2535,247.89113,244.65987,CNN
2536,247.95886,220.86969,CNN
2537,245.1891,244.75793,CNN
2538,239.50517,239.3897,CNN
2539,249.19893,241.02617,CNN
2540,243.781,249.01903,CNN
2541,245.26773,242.70532,CNN
2542,247.94814,247.44676,CNN
2543,248.8264,242.05272,CNN
2544,238.90038,245.38765,CNN
2545,248.67007,246.72241,CNN
2546,235.09883,243.98651,CNN
2547,246.8544,249.18964,CNN
2548,249.66061,247.89282,CNN
2549,241.48964,238.69957,CNN
2550,239.35735,236.34589,CNN
2551,249.09395,247.96738,CNN
2552,247.76553,242.45796,CNN
2553,249.92026,210.68098,CNN
2554,240.67935,232.3411,CNN
2555,248.23741,244.1171,CNN
2556,248.24419,239.19028,CNN
2557,249.90572,243.8255,CNN
2558,245.86313,244.36557,CNN
2559,245.76271,223.35501,CNN
2560,245.72044,232.60237,CNN
2561,248.597,243.81152,CNN
2562,242.83383,235.96458,CNN
2563,248.87358,248.38306,CNN
2564,245.2135,233.73956,CNN
2565,248.3155,242.9894,CNN
2566,243.36993,240.37631,CNN
2567,246.05124,242.04796,CNN
2568,247.26851,239.9767,CNN
2569,247.5828,227.34628,CNN
2570,246.70544,246.34747,CNN
2571,245.50996,224.53366,CNN
2572,240.24184,247.2922,CNN
2573,249.54565,245.78654,CNN
2574,245.4405,248.25452,CNN
2575,246.96873,232.05186,CNN
2576,239.68515,239.16342,CNN
2577,243.59357,243.6657,CNN
2578,245.72766,246.53915,CNN
2579,237.81851,249.26575,CNN
2580,248.49095,247.95886,CNN
2581,243.1441,249.73404,CNN
2582,246.74374,240.06488,CNN
2583,248.21014,230.33414,CNN
2584,244.00252,238.7406,CNN
2585,249.52148,236.90309,CNN
2586,246.83311,225.0775,CNN
2587,249.26904,234.09975,CNN
2588,249.57802,233.79222,CNN
2589,249.23618,243.23016,CNN
2590,245.70279,232.91371,CNN
2591,245.87587,232.78818,CNN
2592,246.88338,238.8796,CNN
2593,249.66988,235.8494,CNN
2594,246.93835,249.51183,CNN
2595,247.2939,249.1506,CNN
2596,248.5678,246.1524,CNN
2597,237.61697,246.33083,CNN
2598,247.70518,236.41345,CNN
2599,246.95581,246.1098,CNN
2600,244.48756,241.5988,CNN
2601,242.7777,243.83464,CNN
2602,240.24606,239.40707,CNN
2603,249.19368,245.41663,CNN
2604,239.99692,248.83289,CNN
2605,241.64008,247.67104,CNN
2606,246.01764,244.22722,CNN
2607,246.81769,235.44061,CNN
2608,244.07617,249.59135,CNN
2609,247.97266,236.54562,CNN
2610,248.47679,241.7959,CNN
2611,249.9688,229.99083,CNN
2612,244.58736,249.29022,CNN
2613,245.22792,237.66957,CNN
2614,249.13107,233.63486,CNN
2615,243.11249,246.20012,CNN
2616,249.10619,222.42532,CNN
2617,243.06624,238.71526,CNN
2618,248.42496,240.23004,CNN
2619,240.91208,248.78621,CNN
2620,244.69377,244.14175,CNN
2621,244.49129,227.75815,CNN
2622,248.7126,245.25365,CNN
2623,249.12202,240.00578,CNN
2624,249.3701,238.41467,CNN
2625,248.68907,246.09787,CNN
2626,241.68944,245.47998,CNN
2627,249.0516,246.33228,CNN
2628,246.25218,244.92827,CNN
2629,239.55374,244.4193,CNN
2630,244.5275,222.16194,CNN
2631,248.58173,217.9687,CNN
2632,249.22232,237.05644,CNN
2633,248.8524,242.15712,CNN
2634,248.24411,242.07896,CNN
2635,249.05437,246.06398,CNN
2636,242.72516,249.3888,CNN
2637,246.19633,242.21193,CNN
2638,241.42381,248.7578,CNN
2639,246.11711,247.18646,CNN
2640,249.29102,237.5684,CNN
2641,249.26024,223.23756,CNN
2642,248.86752,239.393,CNN
2643,246.72643,222.57207,CNN
2644,249.83046,249.13089,CNN
2645,243.93932,245.50749,CNN
2646,246.47557,245.52252,CNN
2647,248.40515,246.6368,CNN
2648,249.78952,232.36493,CNN
2649,246.59389,247.77686,CNN
2650,239.06088,246.74185,CNN
2651,241.7096,245.07242,CNN
2652,246.30215,239.78233,CNN
2653,249.80748,246.69656,CNN
2654,249.37715,244.80145,CNN
2655,247.1013,224.65512,CNN
2656,249.02763,242.39432,CNN
2657,243.69513,238.59743,CNN
2658,249.74942,232.38799,CNN
2659,246.09052,230.5219,CNN
2660,248.7026,233.20651,CNN
2661,249.6817,241.5993,CNN
2662,248.07532,246.14905,CNN
2663,248.96706,229.20148,CNN
2664,249.6392,233.83345,CNN
2665,249.1882,225.76764,CNN
2666,246.16594,237.8642,CNN
2667,249.62411,241.11967,CNN
2668,246.41473,226.77628,CNN
2669,249.64961,236.395,CNN
2670,239.57997,236.42805,CNN
2671,249.6752,224.84396,CNN
2672,248.5371,238.1954,CNN
2673,242.6822,245.51807,CNN
2674,247.59514,243.15172,CNN
2675,243.44675,243.55247,CNN
2676,246.7086,243.07002,CNN
2677,247.38329,228.16258,CNN
2678,249.2148,231.76709,CNN
2679,248.3287,235.13194,CNN
2680,249.07782,245.82382,CNN
2681,247.30276,228.69304,CNN
2682,243.578,240.64445,CNN
2683,248.91068,243.80226,CNN
2684,246.30222,230.09709,CNN
2685,238.91806,245.92162,CNN
2686,243.5071,247.51144,CNN
2687,247.72218,225.98311,CNN
2688,245.76678,248.93768,CNN
2689,247.77974,239.42393,CNN
2690,235.71219,238.53853,CNN
2691,239.52757,245.99156,CNN
2692,245.70848,232.39122,CNN
2693,242.4913,241.13347,CNN
2694,245.16786,242.25647,CNN
2695,246.50925,244.00774,CNN
2696,248.61996,245.94711,CNN
2697,245.05307,242.28252,CNN
2698,244.56209,247.55363,CNN
2699,249.80363,243.52489,CNN
2700,249.05206,222.26836,CNN
2701,249.48367,244.98071,CNN
2702,249.11403,226.71355,CNN
2703,247.58582,239.66217,CNN
2704,249.68051,234.52444,CNN
2705,249.01784,248.76,CNN
2706,243.14789,241.22346,CNN
2707,241.2271,245.73405,CNN
2708,245.968,243.13184,CNN
2709,249.12392,245.20235,CNN
2710,247.13618,238.02438,CNN
2711,249.27411,244.00269,CNN
2712,238.05632,246.43204,CNN
2713,240.54509,248.9273,CNN
2714,238.30049,245.85283,CNN
2715,249.78288,223.43178,CNN
2716,239.69539,244.78557,CNN
2717,248.42012,235.0911,CNN
2718,248.85785,248.79884,CNN
2719,248.65694,244.42693,CNN
2720,249.00859,248.25778,CNN
2721,249.51459,249.84581,CNN
2722,248.30077,240.13104,CNN
2723,240.04095,246.29485,CNN
2724,247.53194,236.912,CNN
2725,244.74693,246.40585,CNN
2726,242.96931,244.9576,CNN
2727,247.52011,227.92874,CNN
2728,244.61555,238.02968,CNN
2729,249.2164,238.1784,CNN
2730,242.59903,245.49629,CNN
2731,243.32683,246.65747,CNN
2732,247.18655,240.22891,CNN
2733,246.74428,239.71611,CNN
2734,248.10738,235.05333,CNN
2735,241.50713,230.04994,CNN
2736,249.66837,223.63947,CNN
2737,247.4512,247.60513,CNN
2738,249.74153,238.1162,CNN
2739,243.4146,246.69052,CNN
2740,244.28596,248.98198,CNN
2741,248.40608,229.64127,CNN
2742,247.54593,244.42294,CNN
2743,249.89958,249.00613,CNN
2744,248.61493,236.48589,CNN
2745,248.15038,243.50731,CNN
2746,247.86395,243.1516,CNN
2747,245.55492,220.8346,CNN
2748,245.4384,242.03162,CNN
2749,249.67827,248.04483,CNN
2750,247.45885,247.53276,CNN
2751,249.51901,238.48105,CNN
2752,249.94695,239.88908,CNN
2753,247.65613,234.528,CNN
2754,244.09598,241.62088,CNN
2755,243.97906,247.80022,CNN
2756,247.8427,232.67648,CNN
2757,247.5385,245.25023,CNN
2758,247.82297,248.71272,CNN
2759,249.9406,236.33499,CNN
2760,246.55038,247.87587,CNN
2761,249.2006,241.05783,CNN
2762,248.66528,235.49953,CNN
2763,246.02417,244.39136,CNN
2764,243.32524,233.64795,CNN
2765,241.59541,245.56618,CNN
2766,246.53778,248.62865,CNN
2767,247.57062,245.8228,CNN
2768,247.50269,244.05411,CNN
2769,249.35121,245.79895,CNN
2770,248.28375,240.99463,CNN
2771,246.64574,246.17073,CNN
2772,244.37743,244.06339,CNN
2773,245.27762,249.5521,CNN
2774,248.64706,239.21156,CNN
2775,249.1386,240.09033,CNN
2776,242.05847,240.37761,CNN
2777,239.13177,244.59987,CNN
2778,248.8989,239.40251,CNN
2779,249.9128,230.24702,CNN
2780,248.03893,231.87117,CNN
2781,246.92172,226.60704,CNN
2782,246.1166,233.5171,CNN
2783,245.26917,248.26973,CNN
2784,243.12215,235.26715,CNN
2785,248.1831,213.84653,CNN
2786,248.76787,227.14204,CNN
2787,247.9824,246.26279,CNN
2788,247.90457,241.09135,CNN
2789,249.15508,239.59438,CNN
2790,245.14781,248.47493,CNN
2791,241.43462,242.80807,CNN
2792,244.54343,249.81197,CNN
2793,247.82146,244.71376,CNN
2794,247.27411,235.38724,CNN
2795,245.70981,233.47606,CNN
2796,248.5572,231.94559,CNN
2797,249.75972,240.54352,CNN
2798,249.9417,247.76654,CNN
2799,249.66946,237.88892,CNN
2800,247.53458,239.99873,CNN
2801,245.4176,236.14008,CNN
2802,247.74062,245.76549,CNN
2803,247.03645,244.65817,CNN
2804,246.91672,228.5405,CNN
2805,249.6364,238.36234,CNN
2806,245.62541,239.55211,CNN
2807,243.83696,241.07318,CNN
2808,244.65213,239.36871,CNN
2809,246.82875,245.26799,CNN
2810,239.045,239.43703,CNN
2811,248.04558,241.08722,CNN
2812,246.58469,232.20015,CNN
2813,248.25246,231.76338,CNN
2814,248.44258,236.93196,CNN
2815,248.87737,246.36087,CNN
2816,241.80252,249.18939,CNN
2817,245.24692,246.26375,CNN
2818,248.07864,242.97647,CNN
2819,234.57054,246.76848,CNN
2820,246.8699,240.18262,CNN
2821,247.02805,240.03131,CNN
2822,246.6572,248.35133,CNN
2823,241.6311,246.2714,CNN
2824,244.49013,248.18362,CNN
2825,248.78088,241.96124,CNN
2826,247.86113,245.19165,CNN
2827,248.35007,243.96483,CNN
2828,245.05466,244.75024,CNN
2829,248.94185,241.20229,CNN
2830,238.90038,233.68451,CNN
2831,243.79318,242.93954,CNN
2832,245.21826,241.74376,CNN
2833,238.97995,248.89626,CNN
2834,247.70479,237.82271,CNN
2835,247.59001,244.93488,CNN
2836,247.72249,242.59251,CNN
2837,246.8637,246.48553,CNN
2838,241.0897,248.54884,CNN
2839,248.6838,247.7381,CNN
2840,248.38625,241.17131,CNN
2841,241.50664,245.56296,CNN
2842,235.72989,242.6146,CNN
2843,248.58652,248.64497,CNN
2844,247.35533,235.27489,CNN
2845,248.96611,242.19397,CNN
2846,241.3835,249.3552,CNN
2847,244.60632,235.66484,CNN
2848,249.8247,238.4953,CNN
2849,246.60194,222.98352,CNN
2850,249.63359,238.97444,CNN
2851,245.79756,245.79747,CNN
2852,243.15552,232.35002,CNN
2853,244.73305,246.40721,CNN
2854,246.69873,242.65016,CNN
2855,249.20091,231.53722,CNN
2856,246.17133,240.34383,CNN
2857,245.99348,242.27534,CNN
2858,248.74928,240.13094,CNN
2859,247.1204,229.84445,CNN
2860,247.5417,247.81195,CNN
2861,243.73183,236.45107,CNN
2862,249.19125,233.73665,CNN
2863,245.28146,237.31409,CNN
2864,247.40572,243.89703,CNN
2865,232.78735,247.98073,CNN
2866,249.53703,236.46645,CNN
2867,248.8393,223.11911,CNN
2868,248.99857,231.70618,CNN
2869,247.78575,244.47762,CNN
2870,245.48862,232.1297,CNN
2871,245.47081,241.17442,CNN
2872,241.06479,249.53427,CNN
2873,249.51659,245.58377,CNN
2874,249.64297,237.12643,CNN
2875,248.41475,242.41995,CNN
2876,248.31497,241.51164,CNN
2877,249.40773,247.48378,CNN
2878,240.40431,248.3552,CNN
2879,249.46155,235.24228,CNN
2880,244.7857,249.62747,CNN
2881,238.55269,234.29292,CNN
2882,246.57326,242.79375,CNN
2883,246.50664,234.88588,CNN
2884,249.69586,245.50671,CNN
2885,247.36206,246.36546,CNN
2886,244.93314,245.4576,CNN
2887,246.97115,245.26878,CNN
2888,247.02824,243.37039,CNN
2889,248.20334,246.79951,CNN
2890,249.44257,246.75165,CNN
2891,244.36372,247.69669,CNN
2892,240.43854,233.97157,CNN
2893,238.7975,248.67369,CNN
2894,238.3614,248.0375,CNN
2895,239.29924,240.24509,CNN
2896,248.90584,247.85597,CNN
2897,246.94035,231.93591,CNN
2898,249.45668,248.29686,CNN
2899,249.98021,234.00691,CNN
2900,245.85396,226.22398,CNN
2901,239.10446,244.14386,CNN
2902,246.8622,246.08055,CNN
2903,248.67673,235.34604,CNN
2904,242.9024,240.3094,CNN
2905,245.74417,242.8049,CNN
2906,247.03282,228.51167,CNN
2907,245.4023,227.37389,CNN
2908,248.2803,236.19078,CNN
2909,248.80649,237.85356,CNN
2910,244.20932,235.88023,CNN
2911,248.39763,239.61032,CNN
2912,247.31647,239.62262,CNN
2913,248.49365,248.0591,CNN
2914,246.49431,245.2254,CNN
2915,249.36649,212.48645,CNN
2916,240.83502,249.85373,CNN
2917,249.96295,230.00473,CNN
2918,249.65526,241.95624,CNN
2919,240.74513,247.58627,CNN
2920,244.54887,249.6711,CNN
2921,242.5592,243.98691,CNN
2922,243.85562,249.41452,CNN
2923,249.07271,225.56822,CNN
2924,245.79611,244.88417,CNN
2925,242.8798,236.7614,CNN
2926,246.6296,245.51146,CNN
2927,249.50525,241.64264,CNN
2928,247.31845,239.21465,CNN
2929,248.81573,232.39049,CNN
2930,246.17464,239.629,CNN
2931,247.79985,246.19966,CNN
2932,244.49513,236.65848,CNN
2933,249.96039,248.01128,CNN
2934,248.96596,243.75673,CNN
2935,248.95872,244.1743,CNN
2936,241.12361,235.38092,CNN
2937,246.42747,248.32022,CNN
2938,243.10461,242.0988,CNN
2939,243.3992,241.5462,CNN
2940,240.52045,246.29414,CNN
2941,249.67859,234.02594,CNN
2942,245.18819,241.18349,CNN
2943,248.44968,222.2446,CNN
2944,248.44864,244.21507,CNN
2945,249.91283,246.67418,CNN
2946,244.99918,239.8687,CNN
2947,247.99864,242.28264,CNN
2948,242.779,244.16452,CNN
2949,248.98062,231.21054,CNN
2950,249.33458,244.3289,CNN
2951,248.9328,238.56998,CNN
2952,248.61066,235.8889,CNN
2953,248.3392,244.56192,CNN
2954,245.03691,238.53123,CNN
2955,247.07336,248.72255,CNN
2956,248.5158,247.22939,CNN
2957,245.57362,239.48936,CNN
2958,249.2893,249.31372,CNN
2959,248.69345,242.07864,CNN
2960,245.9328,247.52798,CNN
2961,243.95105,244.27954,CNN
2962,247.22423,247.76237,CNN
2963,249.87283,248.79189,CNN
2964,245.67746,242.96861,CNN
2965,248.87703,246.76018,CNN
2966,248.71541,238.55536,CNN
2967,249.58559,242.2925,CNN
2968,248.42516,242.20796,CNN
2969,238.7374,241.30212,CNN
2970,247.24548,240.36313,CNN
2971,240.6433,229.94228,CNN
2972,247.1498,235.08472,CNN
2973,244.05931,248.98753,CNN
2974,249.43991,246.56715,CNN
2975,246.71886,242.0356,CNN
2976,246.57587,239.15704,CNN
2977,244.18787,223.93233,CNN
2978,238.79639,245.17647,CNN
2979,243.47221,243.38431,CNN
2980,238.327,232.5231,CNN
2981,247.40166,242.17812,CNN
2982,249.12971,242.52376,CNN
2983,249.93416,240.03189,CNN
2984,247.81303,243.02582,CNN
2985,243.43513,237.57852,CNN
2986,249.93385,220.39845,CNN
2987,242.80995,240.67479,CNN
2988,246.6478,220.07881,CNN
2989,249.222,248.55241,CNN
2990,246.7511,226.09476,CNN
2991,242.442,244.43561,CNN
2992,246.39377,234.45717,CNN
2993,247.40195,232.81436,CNN
2994,247.3172,231.98598,CNN
2995,249.27768,238.91483,CNN
2996,244.49445,230.27466,CNN
2997,242.08041,249.61784,CNN
2998,246.7331,225.24191,CNN
2999,245.49805,249.58208,CNN
3000,248.9326,239.95125,CNN
3001,243.5617,243.19902,CNN
3002,242.11761,240.64032,CNN
3003,246.43233,249.98274,CNN
3004,248.37845,216.3675,CNN
3005,243.59497,248.83061,CNN
3006,245.57632,235.88979,CNN
3007,246.73119,230.03932,CNN
3008,247.83156,228.58168,CNN
3009,240.64255,225.65225,CNN
3010,249.37877,247.51926,CNN
3011,248.02237,235.92397,CNN
3012,244.50656,232.43822,CNN
3013,237.73909,248.69855,CNN
3014,248.90999,242.43849,CNN
3015,239.82695,248.72398,CNN
3016,244.58183,239.15324,CNN
3017,248.12505,244.89273,CNN
3018,247.43507,229.38974,CNN
3019,246.53017,247.98914,CNN
3020,249.48586,239.82982,CNN
3021,246.45021,239.47539,CNN
3022,235.57321,245.718,CNN
3023,248.71092,226.66963,CNN
3024,248.02856,243.91154,CNN
3025,245.47632,239.70683,CNN
3026,247.63063,241.47366,CNN
3027,248.0818,226.2454,CNN
3028,245.50494,249.02872,CNN
3029,245.5644,229.22284,CNN
3030,248.71689,235.72096,CNN
3031,242.44792,246.71774,CNN
3032,248.3501,245.727,CNN
3033,247.02531,249.33524,CNN
3034,247.76959,242.79407,CNN
3035,247.2493,238.27136,CNN
3036,249.35492,226.95724,CNN
3037,243.92052,247.63596,CNN
3038,247.00911,240.20956,CNN
3039,246.44867,243.53673,CNN
3040,242.99385,239.51749,CNN
3041,245.75914,242.72968,CNN
3042,247.45389,249.22845,CNN
3043,242.04709,247.64082,CNN
3044,241.65123,233.31116,CNN
3045,245.60536,249.03665,CNN
3046,247.09593,249.05191,CNN
3047,243.77803,246.75873,CNN
3048,248.4042,239.46642,CNN
3049,242.99069,243.33359,CNN
3050,246.04712,246.44797,CNN
3051,249.55879,237.18192,CNN
3052,248.89594,246.74464,CNN
3053,242.62767,241.75449,CNN
3054,249.41539,226.51445,CNN
3055,245.60753,237.12117,CNN
3056,246.76077,220.31702,CNN
3057,245.70674,227.34335,CNN
3058,246.24539,242.9055,CNN
3059,242.01561,244.17282,CNN
3060,248.87892,245.83324,CNN
3061,244.10316,236.531,CNN
3062,246.91473,243.02394,CNN
3063,246.89064,248.1639,CNN
3064,248.15619,249.93454,CNN
3065,249.83124,240.55038,CNN
3066,248.85979,229.90741,CNN
3067,245.0833,242.18143,CNN
3068,243.87007,241.27858,CNN
3069,242.09285,237.73402,CNN
3070,248.83026,235.39955,CNN
3071,248.72246,234.20796,CNN
3072,244.72295,214.04413,CNN
3073,246.63876,243.7563,CNN
3074,244.28477,229.75839,CNN
3075,245.91582,223.48001,CNN
3076,244.32399,241.36607,CNN
3077,249.63707,249.00555,CNN
3078,247.79079,246.22946,CNN
3079,246.7765,242.23,CNN
3080,243.82632,247.15308,CNN
3081,246.94966,244.90518,CNN
3082,240.10162,232.26903,CNN
3083,249.78531,241.19716,CNN
3084,244.0608,222.25887,CNN
3085,245.32864,249.04103,CNN
3086,248.02856,225.08917,CNN
3087,246.94983,249.79137,CNN
3088,245.5821,249.07422,CNN
3089,244.81023,243.82355,CNN
3090,244.63623,238.44661,CNN
3091,247.58253,241.95613,CNN
3092,248.5755,249.57216,CNN
3093,248.57474,231.25139,CNN
3094,249.2497,234.44899,CNN
3095,247.06458,247.23387,CNN
3096,241.72163,247.85524,CNN
3097,247.16364,245.50421,CNN
3098,239.22922,224.27739,CNN
3099,243.952,248.44864,CNN
3100,242.37437,242.41966,CNN
3101,248.1567,231.1457,CNN
3102,239.3244,237.7525,CNN
3103,242.16438,244.01036,CNN
3104,249.52272,245.9221,CNN
3105,243.27176,234.59224,CNN
3106,243.02531,220.82182,CNN
3107,244.95746,236.30965,CNN
3108,242.16895,244.59041,CNN
3109,246.01952,245.00212,CNN
3110,245.83478,239.8445,CNN
3111,248.0233,237.72543,CNN
3112,248.41486,240.72256,CNN
3113,241.13809,246.77534,CNN
3114,245.30519,240.347,CNN
3115,239.01306,248.53514,CNN
3116,241.95734,248.2051,CNN
3117,246.2996,247.01091,CNN
3118,241.90285,243.55905,CNN
3119,240.97243,241.95862,CNN
3120,249.77089,229.42477,CNN
3121,248.46948,237.15938,CNN
3122,246.44147,241.08983,CNN
3123,243.30469,245.24054,CNN
3124,248.98735,238.21901,CNN
3125,243.68997,247.25539,CNN
3126,239.25351,236.56908,CNN
3127,244.55228,237.50154,CNN
3128,240.45885,235.14995,CNN
3129,246.78828,242.44666,CNN
3130,249.5817,249.78351,CNN
3131,244.94319,245.52885,CNN
3132,244.69437,222.73935,CNN
3133,248.51646,233.4352,CNN
3134,237.98341,232.14124,CNN
3135,242.21756,247.3069,CNN
3136,249.4168,248.11285,CNN
3137,247.67271,244.95395,CNN
3138,245.61693,242.3218,CNN
3139,240.53673,242.5217,CNN
3140,247.11339,227.21638,CNN
3141,247.74562,237.22913,CNN
3142,233.95116,245.22282,CNN
3143,245.19653,247.29547,CNN
3144,234.65816,231.9968,CNN
3145,245.3481,217.42842,CNN
3146,246.98807,231.01132,CNN
3147,249.24673,248.71199,CNN
3148,239.53545,247.49316,CNN
3149,244.31573,231.38687,CNN
3150,245.01772,245.72185,CNN
3151,249.39893,236.54373,CNN
3152,244.77052,244.26672,CNN
3153,242.65222,249.4062,CNN
3154,246.23698,232.77164,CNN
3155,244.45752,249.1394,CNN
3156,248.93112,248.6381,CNN
3157,248.37218,234.73868,CNN
3158,249.27606,219.6654,CNN
3159,246.45384,249.71355,CNN
3160,244.58589,246.66644,CNN
3161,246.76753,235.94283,CNN
3162,246.99326,247.53123,CNN
3163,243.96034,249.643,CNN
3164,242.03429,248.1975,CNN
3165,248.72356,248.56935,CNN
3166,242.72748,233.68974,CNN
3167,245.1186,237.45491,CNN
3168,246.0881,249.59099,CNN
3169,248.32965,233.6301,CNN
3170,249.51768,243.90697,CNN
3171,249.30063,232.8749,CNN
3172,247.55846,238.7036,CNN
3173,244.46384,245.68512,CNN
3174,248.72531,226.72374,CNN
3175,239.00241,243.2726,CNN
3176,247.05028,248.63486,CNN
3177,248.3597,245.58109,CNN
3178,243.0478,238.02968,CNN
3179,248.11461,222.0394,CNN
3180,248.61443,225.87856,CNN
3181,243.80458,230.84993,CNN
3182,249.69183,237.17258,CNN
3183,249.40407,234.35352,CNN
3184,249.10063,231.40712,CNN
3185,248.01625,242.72481,CNN
3186,242.28667,243.63179,CNN
3187,249.15881,238.17749,CNN
3188,242.26147,246.74431,CNN
3189,244.93843,246.93585,CNN
3190,246.98296,245.68488,CNN
3191,242.35208,242.72774,CNN
3192,239.91966,246.59921,CNN
3193,249.40157,241.60336,CNN
3194,248.1965,242.76645,CNN
3195,247.58618,239.42311,CNN
3196,247.80194,226.83287,CNN
3197,244.14633,240.3518,CNN
3198,243.48302,246.38383,CNN
3199,245.24301,245.32251,CNN
3200,241.75095,233.78207,CNN
3201,245.14139,247.53131,CNN
3202,240.77382,235.55386,CNN
3203,247.63525,244.81023,CNN
3204,245.64906,234.97626,CNN
3205,236.56223,242.72348,CNN
3206,247.4627,245.71158,CNN
3207,249.63092,249.92502,CNN
3208,246.55185,244.60573,CNN
3209,246.11969,249.52808,CNN
3210,249.7707,238.93777,CNN
3211,249.54138,247.31764,CNN
3212,245.05794,226.64073,CNN
3213,247.26216,245.06192,CNN
3214,249.49995,241.01578,CNN
3215,248.74316,247.61366,CNN
3216,249.21768,238.81929,CNN
3217,240.90434,248.14816,CNN
3218,245.12732,245.58377,CNN
3219,240.16617,245.68044,CNN
3220,245.73207,249.02959,CNN
3221,247.69432,240.76428,CNN
3222,245.3349,248.45607,CNN
3223,245.93341,234.1568,CNN
3224,245.99521,244.28741,CNN
3225,239.35191,236.813,CNN
3226,248.61755,248.69212,CNN
3227,242.43134,248.13329,CNN
3228,244.06476,247.02263,CNN
3229,245.0416,242.66577,CNN
3230,247.21683,246.03427,CNN
3231,247.49896,239.96529,CNN
3232,244.77762,234.69539,CNN
3233,249.98439,245.40558,CNN
3234,247.45795,246.65321,CNN
3235,248.01736,234.70839,CNN
3236,240.49538,237.36485,CNN
3237,249.35034,236.52455,CNN
3238,247.31105,246.22275,CNN
3239,249.3227,244.36894,CNN
3240,247.53531,237.06923,CNN
3241,246.01317,243.90614,CNN
3242,248.37552,229.69,CNN
3243,249.5892,226.90646,CNN
3244,249.01355,241.7297,CNN
3245,242.12527,247.3586,CNN
3246,241.62862,242.29128,CNN
3247,245.7203,224.51791,CNN
3248,248.45108,243.38586,CNN
3249,249.84628,248.42445,CNN
3250,249.82411,225.2945,CNN
3251,246.11775,241.02779,CNN
3252,247.5655,217.19473,CNN
3253,246.91177,240.60464,CNN
3254,246.74812,242.90591,CNN
3255,240.17534,249.60858,CNN
3256,249.68207,236.53842,CNN
3257,247.16449,247.5868,CNN
3258,245.75858,246.53253,CNN
3259,242.85616,248.3901,CNN
3260,243.13986,247.97176,CNN
3261,244.12218,231.57227,CNN
3262,246.01183,246.37236,CNN
3263,244.71819,247.42107,CNN
3264,243.24521,229.71442,CNN
3265,245.03433,233.76031,CNN
3266,245.81265,239.95969,CNN
3267,249.11531,246.58687,CNN
3268,246.96411,239.19826,CNN
3269,243.7495,225.13472,CNN
3270,243.22032,238.91115,CNN
3271,249.39143,237.92099,CNN
3272,243.8396,238.18817,CNN
3273,247.15681,233.74094,CNN
3274,247.06355,244.94409,CNN
3275,249.91936,243.51727,CNN
3276,239.48477,241.56126,CNN
3277,246.42612,249.31355,CNN
3278,245.87152,235.18205,CNN
3279,246.93463,225.32938,CNN
3280,247.40636,238.8004,CNN
3281,247.78123,239.20804,CNN
3282,248.61926,239.08508,CNN
3283,238.46576,247.78217,CNN
3284,246.4771,237.21695,CNN
3285,248.41365,243.24611,CNN
3286,249.39255,226.31192,CNN
3287,248.21614,232.71356,CNN
3288,244.55093,248.45126,CNN
3289,243.07611,249.13368,CNN
3290,248.44144,234.48059,CNN
3291,247.9034,244.9236,CNN
3292,245.69365,249.21895,CNN
3293,248.49368,228.81168,CNN
3294,246.31364,249.69957,CNN
3295,241.91772,249.89279,CNN
3296,248.4793,213.86429,CNN
3297,248.2008,240.01488,CNN
3298,248.87071,244.60504,CNN
3299,248.04616,233.12408,CNN
3300,237.8537,247.11589,CNN
3301,246.5015,241.32767,CNN
3302,248.6899,246.7297,CNN
3303,246.84607,248.50986,CNN
3304,245.20926,239.41977,CNN
3305,248.64651,218.88258,CNN
3306,248.22478,233.04865,CNN
3307,247.7077,241.35843,CNN
3308,248.22179,232.98381,CNN
3309,241.77602,233.71391,CNN
3310,247.6224,233.17552,CNN
3311,249.02045,236.08109,CNN
3312,247.45773,246.64212,CNN
3313,249.97745,239.79027,CNN
3314,243.15422,248.48802,CNN
3315,245.79532,241.60997,CNN
3316,238.37823,239.60875,CNN
3317,249.29164,243.37277,CNN
3318,249.50334,217.80986,CNN
3319,244.04814,236.18738,CNN
3320,247.14929,242.02002,CNN
3321,242.96584,235.32095,CNN
3322,242.7739,243.3825,CNN
3323,247.69716,246.94853,CNN
3324,243.94142,246.01105,CNN
3325,248.34473,230.85188,CNN
3326,238.97076,244.77654,CNN
3327,245.32747,236.5434,CNN
3328,243.05122,239.95561,CNN
3329,248.02794,238.47029,CNN
3330,245.95764,248.61783,CNN
3331,247.56277,232.73561,CNN
3332,248.91467,245.00343,CNN
3333,245.28429,238.95302,CNN
3334,244.64726,241.37639,CNN
3335,246.08514,224.09715,CNN
3336,249.63309,221.16289,CNN
3337,246.49155,244.41393,CNN
